Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
IPG,2020-12,-880.20M,2.509B,1.977B,819.00M,657.80M,0.29,0.28,5.879B,3.204B,573.40M,2020-12,112.30M,-40.00M,-40.00M,2.070B,413.20M,4.357B,477.30M,8.102B,173.60M,58.10M,2.55B,22.40M,2.895B,18.04B,39.00M,9.368B,9.580B,15.10B,8.675B,5.518B,96.10M,7.320B,6.467B
IPG,2020-09,-967.80M,1.628B,1.749B,816.50M,611.30M,0.72,0.71,5.825B,3.430B,376.80M,2020-09,279.70M,-44.70M,-44.70M,2.26B,388.20M,4.883B,295.90M,5.751B,192.60M,-86.30M,2.126B,9.90M,2.723B,16.07B,38.90M,7.284B,7.228B,13.31B,8.790B,6.086B,80.90M,5.106B,5.115B
IPG,2020-06,-1.029B,1.085B,1.795B,813.40M,557.60M,-0.12,-0.12,5.810B,3.317B,230.30M,2020-06,-45.60M,-43.90M,-43.90M,2.154B,375.50M,4.759B,153.10M,4.927B,-24.90M,19.00M,2.026B,4.10M,2.450B,14.90B,38.90M,6.214B,6.366B,12.41B,8.683B,6.039B,77.20M,4.349B,4.610B
IPG,2020-03,-1.079B,1.554B,2.189B,1.07B,571.50M,0.01,0.01,5.817B,3.414B,171.10M,2020-03,4.70M,-34.10M,-34.10M,2.278B,372.80M,4.798B,75.90M,6.099B,20.00M,17.20M,2.360B,22.40M,2.532B,16.43B,38.90M,7.597B,7.796B,13.85B,8.832B,6.058B,95.20M,5.560B,5.576B
IPG,2019-12,-930.00M,1.192B,2.321B,821.60M,585.60M,0.85,0.84,5.909B,3.469B,581.20M,2019-12,328.90M,-38.70M,-38.70M,2.352B,425.00M,4.202B,491.30M,7.948B,427.80M,86.10M,2.902B,24.50M,2.776B,17.75B,38.70M,8.771B,9.420B,14.93B,8.981B,5.506B,89.90M,7.249B,7.143B
IPG,2019-09,-966.20M,520.50M,2.079B,509.70M,562.40M,0.43,0.42,5.880B,3.429B,359.10M,2019-09,165.60M,-40.20M,-40.20M,2.332B,394.80M,4.802B,280.30M,6.290B,232.70M,64.60M,2.438B,9.80M,2.469B,16.00B,38.70M,7.05B,7.398B,13.49B,8.948B,6.096B,78.80M,5.656B,6.066B
IPG,2019-06,-917.90M,614.00M,2.163B,468.40M,585.20M,0.44,0.43,5.936B,3.467B,357.40M,2019-06,169.50M,-43.90M,-43.90M,2.364B,401.60M,5.027B,266.30M,6.649B,216.50M,43.60M,2.520B,18.10M,2.424B,16.53B,38.60M,7.475B,7.731B,14.07B,9.052B,6.337B,91.10M,6.022B,6.367B
IPG,2019-03,-929.70M,630.50M,2.167B,535.50M,575.90M,-0.02,-0.02,5.960B,3.184B,194.50M,2019-03,-8.00M,-42.00M,-42.00M,2.123B,401.90M,4.887B,82.00M,6.397B,1.30M,10.50M,2.361B,41.40M,2.315B,16.05B,38.60M,7.247B,7.531B,13.70B,8.803B,6.164B,112.50M,5.734B,6.105B
IPG,2018-12,-941.10M,673.40M,2.247B,73.80M,533.90M,0.85,0.84,5.971B,1.826B,609.00M,2018-12,326.20M,-41.60M,-41.60M,790.90M,422.70M,3.660B,459.10M,7.505B,403.90M,62.20M,2.856B,81.00M,2.393B,15.62B,38.30M,8.183B,8.124B,13.19B,7.438B,5.064B,149.90M,6.698B,7.027B
IPG,2018-09,-925.30M,1.860B,1.970B,82.70M,514.40M,0.42,0.41,3.785B,1.630B,327.30M,2018-09,161.00M,-22.30M,-22.30M,602.90M,438.50M,3.261B,261.70M,6.086B,224.10M,60.70M,2.298B,21.60M,2.138B,13.51B,39.10M,8.330B,6.692B,11.34B,5.183B,4.651B,65.60M,5.515B,6.005B
