Ticker,Date,Accrued Comprehensive Inc,Cash and Short Term Investments,Cost of Goods Sold,Current Debt & Capital Lease Obligation,Current Deferred Liabilities,EPS Basic,EPS Diluted,Goodwill and Intangibles,Gross PP&E,Gross Profit,Income (Quarterly),Net Income,Net Non-Operating Interest Income Expense,Net Operating Interest Income,Net PP&E,Non-Current Deferred Liabilities,Non-Current Portion of LTD and Capital Lease Obligation,Operating Income,Payables and Accrued Expenses,Pre-Tax Income,Provision for Income Taxes,Revenue,SG&A Expense,Shareholders Equity,Total Assets,Total Capital Stock,Total Current Assets,Total Current Liabilities,Total Liabilities,Total Long Term Assets,Total Long Term Liabilities,Total Operating Expenses,Total Payables,Total Receivables
FISV,2020-12,-387.00M,906.00M,1.857B,384.00M,1.248B,0.4484,0.44,51.68B,2.911B,1.975B,2020-12,300.00M,-174.00M,-174.00M,1.628B,4.576B,20.30B,516.00M,2.065B,336.00M,20.00M,3.832B,1.459B,32.33B,74.62B,8.00M,16.22B,15.64B,41.55B,58.40B,25.91B,1.459B,567.00M,2.482B
FISV,2020-09,-831.00M,937.00M,1.868B,365.00M,1.14B,0.39,0.39,51.56B,2.66B,1.918B,2020-09,264.00M,-174.00M,-174.00M,1.63B,4.702B,20.89B,506.00M,1.978B,381.00M,124.00M,3.786B,1.412B,31.69B,72.37B,8.00M,14.02B,13.26B,39.94B,58.35B,26.68B,1.412B,466.00M,2.323B
FISV,2020-06,-644.00M,869.00M,1.92B,359.00M,1.157B,0.003,0.0029,52.72B,1.227B,1.545B,2020-06,2.00M,-174.00M,-174.00M,1.688B,4.64B,21.52B,168.00M,1.961B,-8.00M,-27.00M,3.465B,1.377B,31.58B,77.09B,8.00M,17.48B,16.76B,44.06B,59.61B,27.30B,1.377B,489.00M,2.512B
FISV,2020-03,-811.00M,896.00M,2.167B,338.00M,1.17B,0.58,0.57,52.70B,0,1.602B,2020-03,392.00M,-187.00M,-187.00M,1.708B,4.381B,21.63B,198.00M,1.957B,462.00M,79.00M,3.769B,1.404B,31.84B,72.60B,8.00M,12.93B,12.12B,39.31B,59.66B,27.19B,1.404B,485.00M,2.582B
FISV,2019-12,-180.00M,893.00M,2.109B,287.00M,1.142B,0.3633,0.36,53.68B,0,1.936B,2019-12,247.00M,-194.00M,-194.00M,1.606B,4.402B,21.61B,473.00M,2.052B,278.00M,54.00M,4.045B,1.463B,32.98B,77.54B,8.00M,17.05B,15.73B,42.94B,60.49B,27.22B,1.463B,529.00M,2.782B
FISV,2019-09,-379.00M,1.028B,1.617B,368.00M,1.037B,0.34,0.33,53.25B,0,1.511B,2019-09,198.00M,-115.00M,-115.00M,1.639B,4.239B,22.12B,374.00M,1.966B,256.00M,53.00M,3.128B,1.137B,32.67B,77.86B,8.00M,17.99B,16.66B,44.10B,59.87B,27.44B,1.137B,402.00M,2.653B
FISV,2019-06,-193.00M,8.441B,785.00M,83.00M,957.00M,0.57,0.56,7.804B,0,727.00M,2019-06,223.00M,-95.00M,-95.00M,418.00M,819.00M,13.75B,384.00M,881.00M,291.00M,60.00M,1.512B,343.00M,2.546B,19.64B,8.00M,10.21B,2.054B,17.09B,9.431B,15.04B,343.00M,598.00M,989.00M
FISV,2019-03,-85.00M,452.00M,798.00M,85.00M,978.00M,0.58,0.56,7.82B,0,704.00M,2019-03,225.00M,-116.00M,-116.00M,409.00M,848.00M,5.868B,363.00M,945.00M,258.00M,31.00M,1.502B,341.00M,2.394B,11.68B,8.00M,2.275B,2.12B,9.282B,9.401B,7.162B,341.00M,596.00M,1.044B
FISV,2018-12,-67.00M,415.00M,822.00M,4.00M,944.00M,0.7287,0.71,7.845B,0,729.00M,2018-12,286.00M,-61.00M,-61.00M,398.00M,834.00M,5.955B,431.00M,383.00M,372.00M,88.00M,1.551B,298.00M,2.293B,11.26B,8.00M,2.224B,2.01B,8.969B,9.038B,6.959B,298.00M,145.00M,1.049B
FISV,2018-09,-79.00M,673.00M,749.00M,452.00M,840.00M,0.56,0.55,7.252B,0,663.00M,2018-09,227.00M,-53.00M,-53.00M,385.00M,790.00M,4.823B,358.00M,862.00M,304.00M,78.00M,1.412B,305.00M,2.661B,10.75B,8.00M,2.338B,2.32B,8.087B,8.41B,5.767B,305.00M,596.00M,949.00M
FISV,2018-06,-66.00M,348.00M,739.00M,1.00M,873.00M,0.61,0.6,7.289B,1.176B,681.00M,2018-06,251.00M,-45.00M,-45.00M,374.00M,763.00M,4.805B,361.00M,639.00M,316.00M,72.00M,1.42B,320.00M,2.85B,10.22B,8.00M,1.804B,1.655B,7.368B,8.414B,5.713B,320.00M,397.00M,932.00M
FISV,2018-03,-56.00M,382.00M,759.00M,1.00M,879.00M,1.02,1,7.309B,1.151B,681.00M,2018-03,423.00M,-45.00M,-45.00M,375.00M,758.00M,4.603B,376.00M,680.00M,563.00M,140.00M,1.44B,305.00M,2.971B,10.17B,8.00M,1.768B,1.683B,7.196B,8.399B,5.513B,305.00M,359.00M,878.00M
FISV,2017-12,-54.00M,325.00M,778.00M,3.00M,1.057B,1.315,1.285,7.472B,0,738.00M,2017-12,546.00M,-44.00M,-44.00M,390.00M,606.00M,4.897B,425.00M,680.00M,380.00M,-151.00M,1.516B,313.00M,2.731B,10.29B,8.00M,1.975B,1.938B,7.558B,8.314B,5.62B,313.00M,459.00M,997.00M
FISV,2017-09,-55.00M,325.00M,746.00M,93.00M,917.00M,0.55,0.54,7.50B,0,654.00M,2017-09,232.00M,-45.00M,-45.00M,385.00M,815.00M,5.018B,370.00M,677.00M,325.00M,98.00M,1.40B,284.00M,2.35B,10.20B,4.00M,1.87B,1.85B,7.849B,8.329B,5.999B,284.00M,428.00M,898.00M
FISV,2017-06,-59.00M,299.00M,748.00M,95.00M,911.00M,0.52,0.51,7.242B,0,638.00M,2017-06,221.00M,-44.00M,-44.00M,396.00M,773.00M,4.646B,362.00M,567.00M,330.00M,109.00M,1.386B,276.00M,2.391B,9.685B,4.00M,1.632B,1.707B,7.294B,8.053B,5.587B,276.00M,338.00M,845.00M
FISV,2017-03,-67.00M,308.00M,752.00M,91.00M,923.00M,0.58,0.56,7.27B,0,642.00M,2017-03,247.00M,-42.00M,-42.00M,400.00M,767.00M,4.547B,365.00M,658.00M,323.00M,102.00M,1.394B,277.00M,2.424B,9.696B,4.00M,1.615B,1.79B,7.272B,8.081B,5.482B,277.00M,409.00M,861.00M
FISV,2016-12,-76.00M,300.00M,761.00M,95.00M,892.00M,0.4988,0.49,7.206B,0,670.00M,2016-12,215.00M,-35.00M,-35.00M,405.00M,762.00M,4.467B,375.00M,833.00M,333.00M,119.00M,1.431B,295.00M,2.541B,9.743B,4.00M,1.728B,1.82B,7.202B,8.015B,5.382B,295.00M,599.00M,902.00M
FISV,2016-09,-69.00M,303.00M,737.00M,6.00M,800.00M,0.49,0.48,7.243B,0,643.00M,2016-09,214.00M,-41.00M,-41.00M,403.00M,742.00M,4.624B,369.00M,593.00M,328.00M,114.00M,1.38B,274.00M,2.569B,9.637B,4.00M,1.60B,1.548B,7.068B,8.037B,5.52B,274.00M,320.00M,830.00M
FISV,2016-06,-74.00M,263.00M,727.00M,6.00M,804.00M,0.475,0.47,7.273B,0,636.00M,2016-06,212.00M,-40.00M,-40.00M,394.00M,734.00M,4.548B,362.00M,507.00M,322.00M,110.00M,1.363B,274.00M,2.642B,9.53B,4.00M,1.486B,1.452B,6.888B,8.044B,5.436B,274.00M,261.00M,812.00M
FISV,2016-03,-69.00M,283.00M,734.00M,4.00M,832.00M,0.65,0.635,7.289B,0,597.00M,2016-03,289.00M,-47.00M,-47.00M,401.00M,721.00M,4.445B,339.00M,586.00M,292.00M,149.00M,1.331B,258.00M,2.684B,9.552B,4.00M,1.476B,1.542B,6.868B,8.076B,5.326B,258.00M,363.00M,805.00M
FISV,2015-12,-74.00M,275.00M,763.00M,5.00M,803.00M,0.4194,0.405,7.072B,1.105B,605.00M,2015-12,189.00M,-39.00M,-39.00M,396.00M,726.00M,4.288B,329.00M,498.00M,290.00M,98.00M,1.368B,276.00M,2.66B,9.34B,4.00M,1.506B,1.502B,6.68B,7.834B,5.178B,276.00M,298.00M,802.00M
FISV,2015-09,-75.00M,309.00M,713.00M,5.00M,699.00M,0.47,0.46,7.107B,1.054B,600.00M,2015-09,218.00M,-41.00M,-41.00M,397.00M,720.00M,4.23B,342.00M,549.00M,301.00M,117.00M,1.313B,258.00M,2.869B,9.387B,4.00M,1.531B,1.411B,6.518B,7.856B,5.107B,258.00M,260.00M,783.00M
